employee_id,age,gender,years_at_company,job_role,monthly_income,work_life_balance,job_satisfaction,performance_rating,number_of_promotions,overtime,distance_from_home,education_level,marital_status,number_of_dependents,job_level,company_size,company_tenure_in_months,remote_work,leadership_opportunities,innovation_opportunities,company_reputation,employee_recognition,attrition
5167902,52,Female,2,Education,11223,Poor,Very High,Average,2,Yes,16,Master's Degree,,0,Mid,Medium,37.0,No,No,No,Excellent,,Left
1560886,26,Female,6,Healthcare,8380,Excellent,High,High,3,Yes,5,High School,Married,1,Mid,Medium,60.0,No,No,No,Fair,,Stayed
9989805,33,Male,8,Education,6388,Excellent,High,High,0,No,5,High School,Divorced,0,Mid,Small,62.0,No,No,No,Good,,Stayed
13435151,59,Female,13,Healthcare,3681,Fair,High,High,0,Yes,53,High School,Married,0,Mid,Medium,67.0,No,No,No,Good,,Stayed
14409208,24,Female,1,Education,6977,Good,Medium,High,0,Yes,5,PhD,Married,0,Mid,Medium,49.0,No,No,No,Poor,,Stayed
12853490,24,Female,39,Healthcare,10847,Fair,High,Average,2,Yes,75,High School,Married,2,Entry,Medium,89.0,No,No,No,Good,,Stayed
15243938,59,Female,1,Media,7380,Poor,Medium,Low,3,Yes,75,Bachelor's Degree,Married,0,Entry,Medium,52.0,No,No,No,Good,,Stayed
9414826,24,Female,19,Finance,3681,Fair,High,Average,0,No,74,Associate Degree,Divorced,0,Mid,Medium,,,No,No,Poor,,Left
6159319,24,Female,21,Education,9044,Fair,Medium,High,3,No,71,High School,Married,0,Entry,Small,41.0,,No,No,Poor,,Left
4545412,59,Male,14,Education,4029,Good,High,High,0,No,5,PhD,Married,4,Mid,Small,35.0,No,No,No,Good,,Stayed
10515585,59,Female,1,Healthcare,3681,Fair,Very High,Average,0,No,5,Associate Degree,Married,4,Mid,Medium,50.0,No,No,No,Poor,,Left
7142956,24,Male,18,Healthcare,6414,Good,High,Average,0,No,75,PhD,Married,0,Mid,Small,,Yes,No,No,Fair,,Left
5887133,59,Female,33,Finance,3681,Good,High,Average,2,Yes,40,PhD,,0,Mid,Medium,90.0,,No,No,Fair,Yes,Left
3436254,24,Female,8,Education,3681,Fair,Medium,High,0,Yes,5,PhD,Married,4,Mid,Medium,93.0,No,No,Yes,Poor,,Left
9742856,52,Male,17,Education,7939,Fair,High,Average,0,Yes,33,High School,Divorced,1,Senior,Medium,93.0,No,No,No,Poor,,Stayed
7350435,57,Male,8,Finance,11127,Good,High,Average,0,No,75,Bachelor's Degree,Single,0,Entry,Large,93.0,No,No,No,Good,,Stayed
13337988,31,Male,1,Education,5384,Fair,Medium,Below Aver,0,No,55,Bachelor's Degree,Married,1,Mid,Medium,87.0,No,No,No,Poor,,Stayed
4159952,24,Female,3,Technology,3681,Good,Very High,Below Aver,3,No,71,Bachelor's Degree,Divorced,0,Entry,Small,61.0,No,No,No,Good,,Left
15874032,24,Female,1,Technology,6669,Good,Very High,Average,3,Yes,68,Bachelor's Degree,,0,Entry,Medium,46.0,,No,No,Excellent,Yes,Stayed
15186771,24,Female,27,Education,3681,Poor,High,High,3,No,12,Bachelor's Degree,Married,2,Entry,Medium,58.0,No,No,No,Poor,,Stayed
11932111,52,Female,23,Technology,5285,Fair,Very High,High,1,Yes,75,Master's Degree,Married,0,Senior,Medium,55.0,No,No,No,Fair,,Left
996821,56,Male,1,Technology,8369,Fair,High,High,3,No,75,Bachelor's Degree,Divorced,4,Mid,Medium,93.0,No,No,Yes,Excellent,,Left
10507783,24,Male,3,Media,6210,Poor,High,High,0,No,37,Bachelor's Degree,Married,0,Entry,Large,70.0,No,No,No,Good,,Stayed
5260481,24,Male,1,Healthcare,9158,Fair,High,High,3,No,75,Master's Degree,Married,0,Mid,Large,42.0,No,No,Yes,Fair,,Stayed
1660075,38,Male,17,Technology,4560,Good,Very High,Low,2,No,57,High School,Single,0,Mid,Medium,93.0,No,No,No,Fair,,Stayed
14131075,47,Male,7,Education,3681,Fair,High,Below Aver,1,No,11,Bachelor's Degree,Single,2,Entry,Medium,40.0,,No,No,Good,,Stayed
8001543,24,Female,1,Education,3951,Good,High,High,0,No,63,High School,Married,4,Entry,Small,21.0,No,No,No,Excellent,,Stayed
6069471,53,Male,8,Education,3681,Poor,High,Average,0,No,64,Bachelor's Degree,Single,0,Mid,Small,21.0,No,No,No,Fair,,Left
10196254,54,Male,40,Education,3681,Poor,Very High,Low,0,Yes,75,Bachelor's Degree,Divorced,1,Mid,Small,21.0,No,No,No,Poor,,Stayed
7146142,34,Female,29,Healthcare,9701,Good,High,Average,3,Yes,75,Master's Degree,Single,0,Entry,Small,59.0,No,No,No,Good,Yes,Stayed
7701702,24,Male,13,Finance,6234,Good,Very High,High,2,No,40,Master's Degree,Married,0,Mid,Medium,47.0,No,No,No,Poor,,Stayed
12223929,26,Male,1,Education,3681,Fair,High,Low,3,No,61,High School,Single,0,Mid,Medium,68.0,No,No,No,Fair,,Stayed
15542488,59,Female,1,Education,7453,Poor,Very High,High,3,Yes,5,High School,Married,1,Mid,Large,93.0,,No,No,Excellent,,Left
6042158,59,Female,5,Healthcare,4994,Poor,High,Low,0,Yes,75,High School,Divorced,2,Entry,Medium,89.0,No,No,No,Good,,Stayed
2093702,49,Male,14,Education,11223,Poor,Medium,High,1,No,50,Associate Degree,Divorced,4,Mid,Large,76.0,No,No,No,Fair,,Stayed
5637680,29,Female,1,Healthcare,11223,Good,High,High,0,Yes,37,PhD,,0,Mid,Small,61.0,Yes,No,No,Poor,,Stayed
14410489,50,Male,15,Healthcare,11223,Fair,Very High,High,3,Yes,75,Master's Degree,Married,3,Entry,Medium,21.0,No,No,No,Poor,,Stayed
5556944,43,Male,7,Education,3681,Good,High,Low,0,No,66,High School,Single,0,Entry,Medium,58.0,No,No,No,Good,,Stayed
14973788,42,Female,27,Education,11223,Excellent,High,Low,2,No,47,Bachelor's Degree,Married,4,Entry,Medium,93.0,,No,No,Poor,,Stayed
15964503,24,Female,41,Education,3681,Excellent,High,Average,0,No,75,Associate Degree,,0,Senior,Large,93.0,No,No,No,Fair,,Stayed
9953566,24,Female,1,Healthcare,3681,Poor,High,Average,1,No,14,High School,Divorced,1,Entry,Small,93.0,No,No,No,Poor,,Stayed
13611538,53,Male,12,Healthcare,9510,Poor,High,High,3,Yes,75,Associate Degree,Divorced,4,Mid,Small,,Yes,No,No,Fair,,Stayed
16727707,26,Female,1,Finance,6575,Excellent,High,Average,0,No,75,Master's Degree,Divorced,0,Senior,Large,59.0,No,No,No,Excellent,,Left
12146343,59,Male,1,Media,5209,Good,High,Low,0,No,75,Bachelor's Degree,Divorced,2,Mid,Medium,66.0,,No,No,Good,,Left
2681856,24,Male,25,Healthcare,5456,Poor,High,High,0,Yes,23,Bachelor's Degree,Married,0,Senior,Medium,,No,No,No,Good,,Stayed
4017824,42,Male,30,Education,8254,Good,Very High,Average,3,Yes,42,PhD,,0,Mid,Medium,21.0,No,No,No,Excellent,,Stayed
1544020,28,Male,4,Finance,3681,Excellent,High,Average,0,Yes,58,High School,,0,Mid,Small,47.0,No,No,No,Fair,,Stayed
13812196,24,Female,1,Education,6754,Fair,High,Below Aver,3,Yes,75,High School,,1,Entry,Medium,75.0,No,No,No,Good,,Stayed
6856083,55,Female,1,Media,11223,Fair,Very High,Average,3,No,75,Bachelor's Degree,Married,0,Entry,Medium,,No,No,No,Fair,,Stayed
8329245,39,Male,1,Healthcare,3681,Fair,High,Average,0,No,47,High School,Married,1,Mid,Small,39.0,No,No,No,Good,,Stayed
13128818,51,Male,1,Education,11223,Good,Medium,Average,3,No,12,High School,Married,0,Entry,Medium,35.0,No,No,No,Good,,Stayed
6092630,31,Male,8,Healthcare,3681,Excellent,High,Low,0,Yes,11,Bachelor's Degree,Divorced,0,Senior,Small,33.0,No,No,No,Fair,,Stayed
15773066,59,Male,44,Healthcare,3681,Good,High,Low,0,No,75,Bachelor's Degree,Married,0,Mid,Medium,21.0,No,No,No,Excellent,,Stayed
10083623,24,Male,11,Education,7071,Excellent,Medium,Average,1,No,75,Master's Degree,Married,0,Mid,Medium,,No,No,No,Fair,,Stayed
16528313,30,Female,1,Healthcare,3681,Fair,High,High,0,No,68,Master's Degree,,2,Entry,Medium,43.0,No,No,No,Excellent,,Stayed
240777,59,Female,8,Technology,11223,Fair,Medium,High,2,Yes,42,Master's Degree,Married,4,Mid,Medium,86.0,No,No,No,Fair,,Stayed
16264192,59,Male,16,Finance,3681,Fair,High,Average,0,Yes,64,PhD,Married,4,Senior,Medium,37.0,No,No,No,Excellent,,Stayed
3636638,24,Female,5,Education,3745,Excellent,High,Low,0,No,49,Master's Degree,Divorced,0,Entry,Medium,73.0,No,No,No,Fair,,Left
9363774,59,Male,24,Technology,3681,Poor,Very High,Average,0,Yes,75,High School,Married,4,Mid,Medium,21.0,No,No,No,Good,,Stayed
10102808,37,Male,15,Technology,5327,Fair,High,High,2,Yes,5,Associate Degree,Divorced,0,Entry,Medium,48.0,,No,No,Fair,,Stayed
8771035,26,Female,21,Education,9237,Poor,Medium,Average,0,Yes,75,High School,Divorced,0,Entry,Small,,No,No,No,Fair,Yes,Stayed
1095740,59,Male,1,Finance,9517,Fair,High,Average,3,Yes,75,PhD,Married,4,Mid,Medium,21.0,No,No,No,Fair,,Stayed
127332,59,Male,1,Education,9482,Fair,Very High,Below Aver,0,No,75,High School,Married,0,Entry,Small,66.0,No,No,Yes,Fair,Yes,Left
7424213,33,Male,34,Education,5034,Excellent,Very High,Average,0,No,61,High School,Married,0,Senior,Medium,87.0,No,No,No,Good,Yes,Stayed
3283076,24,Female,7,Finance,6094,Poor,Very High,High,3,No,74,High School,,0,Entry,Medium,34.0,No,No,No,Poor,Yes,Stayed
4977398,39,Female,1,Finance,3681,Good,High,High,1,Yes,48,Associate Degree,Married,4,Entry,Small,93.0,No,No,No,Fair,,Left
2126371,59,Male,44,Education,3681,Poor,High,Average,0,Yes,52,Associate Degree,,3,Mid,Large,34.0,No,No,No,Fair,,Stayed
9094874,31,Female,12,Education,3681,Fair,High,Average,0,No,75,Master's Degree,Married,0,Mid,Large,70.0,No,No,Yes,Fair,,Stayed
5597754,40,Male,1,Education,4758,Good,High,Average,0,Yes,72,High School,Married,3,Mid,Medium,21.0,No,No,No,Excellent,,Stayed
5705293,24,Female,8,Education,3681,Poor,Medium,High,0,No,66,PhD,Married,4,Entry,Medium,55.0,,No,No,Excellent,Yes,Stayed
321136,49,Male,11,Education,9560,Excellent,Very High,Below Aver,3,No,75,Master's Degree,Married,1,Entry,Medium,44.0,No,No,No,Good,,Left
3711035,24,Female,3,Healthcare,11223,Excellent,High,Low,3,No,26,High School,Married,1,Entry,Small,50.0,No,No,Yes,Excellent,,Stayed
8006347,24,Male,15,Finance,3705,Good,Medium,Average,3,No,50,Master's Degree,Divorced,0,Entry,Medium,73.0,,No,No,Excellent,,Left
12791792,53,Female,23,Healthcare,4566,Good,High,Average,0,No,5,High School,Married,0,Entry,Small,21.0,No,No,No,Fair,Yes,Stayed
13463551,46,Female,9,Media,4371,Fair,Very High,High,3,No,75,Master's Degree,Married,0,Mid,Small,26.0,No,No,No,Fair,,Left
14028236,45,Male,44,Education,5733,Excellent,High,Average,1,Yes,66,High School,Single,3,Mid,Large,59.0,,No,No,Excellent,Yes,Left
6534702,24,Male,14,Finance,7350,Fair,High,Low,0,No,75,Master's Degree,Married,0,Senior,Large,93.0,Yes,No,Yes,Good,,Stayed
6998538,59,Male,1,Media,6723,Good,High,Average,1,No,75,Associate Degree,Married,1,Mid,Medium,46.0,Yes,No,Yes,Fair,,Left
10369915,53,Female,38,Media,3681,Good,High,Average,2,No,50,Bachelor's Degree,Divorced,1,Senior,Large,21.0,No,No,Yes,Poor,,Stayed
11459709,28,Female,1,Education,3681,Poor,High,High,1,No,75,High School,Single,0,Mid,Medium,38.0,No,No,Yes,Excellent,,Stayed
835135,39,Male,15,Healthcare,8842,Good,High,Below Aver,1,No,13,High School,,1,Senior,Medium,93.0,No,No,No,Fair,,Stayed
11326046,51,Female,4,Education,3681,Poor,Very High,Average,1,Yes,75,High School,Divorced,0,Mid,Medium,46.0,No,No,No,Fair,,Left
11912780,24,Female,10,Education,3909,Fair,Very High,Average,0,Yes,75,Bachelor's Degree,Single,3,Mid,Small,72.0,Yes,No,No,Fair,,Left
7072177,24,Female,10,Education,3681,Excellent,High,Below Aver,0,Yes,75,High School,Married,0,Senior,Medium,21.0,No,No,No,Good,,Stayed
14890087,59,Male,5,Healthcare,3681,Good,High,High,1,Yes,69,PhD,Married,0,Mid,Medium,83.0,No,No,No,Poor,,Stayed
10502245,52,Male,18,Education,3681,Fair,High,Below Aver,0,No,66,High School,Married,2,Entry,Small,93.0,,No,No,Fair,,Stayed
2220897,59,Male,22,Education,3681,Fair,Medium,High,2,Yes,42,High School,,3,Mid,Medium,79.0,No,No,No,Good,,Stayed
7821635,24,Male,7,Healthcare,6644,Good,Very High,Average,2,No,17,Master's Degree,Married,0,Senior,Medium,,No,No,No,Fair,,Left
8709180,24,Female,25,Technology,8138,Excellent,High,High,0,No,53,Master's Degree,Married,4,Entry,Medium,65.0,No,No,No,Good,,Stayed
15909608,51,Female,1,Healthcare,9998,Good,Very High,High,3,Yes,75,High School,,2,Entry,Small,27.0,No,No,No,Fair,,Left
5238657,59,Female,22,Technology,10011,Good,High,Average,2,No,48,Bachelor's Degree,Married,3,Mid,Medium,,No,No,No,Fair,,Stayed
15185338,34,Male,1,Education,4049,Good,High,Low,0,No,75,High School,Single,0,Mid,Medium,87.0,No,No,No,Good,,Stayed
7241833,59,Female,1,Finance,7619,Poor,High,Average,3,No,75,High School,,4,Mid,Medium,93.0,No,No,Yes,Good,,Stayed
1345301,59,Male,2,Education,3681,Poor,High,Average,0,Yes,75,Bachelor's Degree,Married,0,Entry,Medium,92.0,No,No,No,Fair,,Stayed
16419669,45,Male,7,Technology,3767,Good,High,High,0,No,75,PhD,Married,0,Mid,Medium,,No,No,No,Good,,Stayed
5211551,59,Male,1,Education,3681,Fair,High,Average,3,No,61,High School,Married,3,Entry,Small,21.0,No,No,No,Excellent,,Stayed
5598366,47,Female,31,Education,7301,Good,High,Average,0,No,5,Bachelor's Degree,Divorced,0,Mid,Medium,71.0,No,No,No,Excellent,,Stayed
13123030,59,Female,1,Education,3681,Good,High,High,3,No,71,Associate Degree,Married,0,Senior,Medium,53.0,No,No,No,Poor,,Left
3143951,40,Male,38,Education,3681,Excellent,Medium,Average,3,Yes,75,Master's Degree,Married,2,Mid,Large,43.0,No,No,No,Poor,,Left
9225416,52,Male,1,Education,3681,Excellent,High,High,1,No,72,Bachelor's Degree,Married,3,Mid,Small,45.0,No,No,No,Fair,,Stayed
16441162,59,Male,14,Education,9411,Fair,High,High,0,No,75,High School,Married,0,Entry,Medium,93.0,No,No,No,Fair,,Stayed
14735808,57,Female,44,Finance,10052,Good,Medium,High,3,No,63,High School,Married,0,Entry,Medium,31.0,No,No,No,Fair,,Stayed
841317,59,Male,25,Education,3681,Fair,Very High,High,1,No,65,High School,Single,0,Senior,Large,46.0,No,No,Yes,Good,,Left
11736450,50,Female,20,Education,7420,Excellent,High,Low,0,No,75,PhD,Married,0,Entry,Medium,21.0,,No,No,Poor,,Stayed
11499875,59,Male,3,Education,3681,Poor,High,High,1,No,60,High School,Married,0,Mid,Medium,21.0,No,No,No,Fair,,Stayed
5926924,58,Male,1,Healthcare,8892,Good,Very High,Below Aver,3,No,53,PhD,Married,0,Entry,Medium,43.0,,No,Yes,Excellent,,Stayed
2500807,59,Female,16,Education,3681,Good,High,High,0,No,39,High School,Married,4,Entry,Large,78.0,No,No,No,Fair,,Stayed
5650136,32,Female,1,Finance,3681,Fair,High,Low,1,No,53,PhD,Married,4,Mid,Medium,82.0,Yes,No,Yes,Fair,,Stayed
1653842,24,Male,1,Finance,11223,Fair,Medium,Below Aver,2,Yes,75,High School,Married,1,Mid,Small,93.0,No,No,No,Excellent,,Stayed
3819346,47,Female,9,Education,6638,Fair,High,Average,0,No,7,Master's Degree,Married,4,Entry,Medium,93.0,No,No,No,Good,,Stayed
8021174,59,Female,1,Healthcare,3681,Fair,Very High,High,0,No,70,Bachelor's Degree,Married,1,Entry,Small,70.0,No,No,No,Good,,Left
11319420,59,Female,1,Education,8994,Fair,Very High,Low,0,No,75,Bachelor's Degree,Married,3,Mid,Medium,31.0,,No,No,Poor,,Left
151688,35,Female,6,Education,3681,Excellent,Very High,Low,1,No,75,Master's Degree,Married,4,Senior,Large,,No,No,No,Excellent,,Stayed
10517659,30,Female,30,Technology,3681,Good,Very High,Below Aver,3,Yes,75,High School,Divorced,3,Entry,Small,30.0,No,No,Yes,Excellent,,Stayed
5450533,34,Male,1,Healthcare,6404,Fair,Medium,High,1,No,75,Associate Degree,Divorced,1,Entry,Medium,93.0,No,No,No,Excellent,,Stayed
9687617,59,Male,1,Education,9989,Fair,High,High,0,No,75,High School,Married,4,Mid,Medium,89.0,No,No,No,Fair,,Left
12421451,59,Female,9,Education,6432,Excellent,Medium,High,3,No,75,Associate Degree,Married,1,Entry,Medium,25.0,No,No,No,Fair,Yes,Stayed
4624447,53,Male,36,Healthcare,7899,Good,High,Average,1,No,17,High School,Married,4,Mid,Medium,59.0,Yes,No,No,Good,,Stayed
8766227,24,Male,1,Technology,11223,Good,High,Low,0,No,75,High School,Married,1,Mid,Medium,63.0,No,No,No,Fair,,Stayed
968119,24,Male,10,Education,4621,Excellent,Very High,Low,1,No,72,Bachelor's Degree,Married,1,Entry,Medium,93.0,No,No,Yes,Fair,,Stayed
16087558,59,Female,10,Education,11223,Poor,High,High,1,No,34,Bachelor's Degree,Married,4,Mid,Large,37.0,No,No,No,Good,Yes,Stayed
12252056,31,Male,1,Education,11223,Good,High,Average,3,Yes,75,High School,Divorced,0,Senior,Medium,33.0,No,No,No,Good,,Left
4174150,24,Male,13,Healthcare,5880,Excellent,Very High,Low,2,Yes,9,High School,Divorced,1,Mid,Medium,52.0,No,No,No,Fair,,Stayed
15446345,52,Male,24,Finance,3681,Good,Medium,Below Aver,1,No,59,High School,Married,0,Senior,Medium,32.0,No,No,No,Fair,,Left
13685671,48,Male,10,Education,3681,Good,High,Average,0,No,65,High School,Divorced,0,Entry,Medium,87.0,No,No,No,Fair,,Stayed
865620,59,Male,7,Education,3681,Poor,Very High,Average,1,Yes,75,Master's Degree,Married,0,Mid,Medium,40.0,No,No,No,Fair,,Stayed
8900452,24,Male,2,Finance,6412,Fair,High,Average,0,Yes,5,High School,Married,2,Mid,Small,21.0,,No,No,Poor,,Left
15156617,26,Male,18,Technology,3681,Poor,High,Average,3,No,60,Master's Degree,Divorced,0,Entry,Medium,89.0,No,No,No,Good,,Stayed
11935948,24,Female,33,Education,10892,Fair,High,Low,0,No,39,Master's Degree,Married,0,Mid,Medium,37.0,Yes,No,No,Fair,,Stayed
15617260,54,Male,34,Healthcare,3681,Excellent,High,Below Aver,3,No,19,PhD,,2,Entry,Medium,21.0,No,No,Yes,Poor,Yes,Left
14804401,39,Female,14,Healthcare,9063,Good,High,High,2,No,62,Bachelor's Degree,Married,0,Mid,Medium,,,No,No,Fair,,Stayed
14565791,24,Male,44,Education,3681,Fair,High,Low,0,Yes,75,High School,,1,Entry,Medium,21.0,No,No,No,Fair,,Left
10736683,55,Female,1,Education,10590,Poor,High,Low,3,Yes,45,Bachelor's Degree,Married,0,Mid,Medium,38.0,No,No,No,Fair,,Stayed
521653,59,Male,1,Education,4196,Poor,High,Below Aver,2,Yes,75,Bachelor's Degree,Married,3,Mid,Medium,47.0,No,No,No,Excellent,Yes,Stayed
16666938,25,Female,1,Education,11223,Poor,Very High,Average,3,Yes,75,High School,Married,0,Entry,Medium,80.0,No,No,No,Good,,Stayed
14879313,59,Male,1,Technology,8683,Excellent,High,Low,1,No,14,High School,Divorced,0,Entry,Large,90.0,No,No,No,Excellent,,Stayed
9927291,32,Male,9,Education,11127,Poor,High,Average,0,No,71,PhD,Divorced,0,Entry,Medium,93.0,No,No,No,Good,,Stayed
1500657,37,Female,23,Education,3681,Fair,Medium,Low,2,Yes,38,Bachelor's Degree,Married,0,Entry,Medium,51.0,No,No,Yes,Excellent,,Left
6253605,59,Male,1,Healthcare,4815,Fair,High,Low,0,Yes,30,High School,Divorced,1,Mid,Small,87.0,No,No,No,Excellent,,Stayed
15597293,24,Male,2,Education,4735,Good,High,Low,0,Yes,75,PhD,Divorced,0,Mid,Medium,,No,No,No,Good,,Stayed
6984036,51,Female,18,Education,4820,Good,Medium,Low,0,Yes,51,PhD,Divorced,4,Mid,Medium,26.0,No,No,No,Poor,,Stayed
1778298,56,Female,1,Media,7675,Fair,Medium,Low,3,No,40,Bachelor's Degree,Married,1,Mid,Large,40.0,,No,No,Fair,,Left
16175437,24,Male,12,Education,8543,Poor,Very High,High,0,No,5,High School,Divorced,0,Mid,Medium,83.0,No,No,No,Poor,,Stayed
6618093,59,Male,9,Healthcare,4767,Fair,High,Below Aver,0,No,41,Associate Degree,Married,2,Mid,Large,81.0,No,No,No,Poor,,Stayed
8946023,24,Male,8,Healthcare,11223,Fair,Very High,Average,1,No,75,High School,Divorced,0,Mid,Medium,93.0,Yes,No,No,Fair,,Stayed
15700326,37,Male,19,Education,3681,Good,High,Average,0,No,75,High School,Married,4,Mid,Medium,45.0,No,No,No,Fair,Yes,Stayed
11128126,45,Female,1,Technology,6415,Good,Medium,High,2,No,75,PhD,Single,0,Mid,Small,85.0,,No,No,Fair,,Left
10116567,32,Female,1,Education,3681,Excellent,High,High,3,No,75,High School,Married,0,Mid,Medium,21.0,No,No,No,Fair,,Stayed
2451068,49,Female,19,Healthcare,3681,Fair,Medium,High,0,No,53,High School,Married,4,Mid,Medium,76.0,Yes,No,No,Excellent,,Stayed
4086976,55,Female,20,Finance,3681,Good,High,Low,1,Yes,75,Bachelor's Degree,Divorced,0,Mid,Medium,76.0,,No,No,Excellent,Yes,Left
14666733,49,Female,18,Finance,3681,Good,High,High,1,No,75,Master's Degree,Divorced,0,Senior,Large,61.0,,No,No,Fair,,Stayed
13144049,59,Female,11,Technology,7171,Poor,High,Average,2,No,75,High School,Married,2,Mid,Medium,64.0,No,No,No,Good,Yes,Stayed
10342233,44,Male,1,Technology,8913,Good,Very High,Low,0,No,73,High School,Married,4,Mid,Large,77.0,No,No,No,Good,Yes,Stayed
6168723,59,Female,1,Education,6005,Fair,High,Average,0,No,10,Master's Degree,Married,4,Senior,Large,76.0,No,No,No,Fair,,Stayed
11967106,28,Female,7,Media,5013,Poor,Very High,High,2,No,10,High School,Married,0,Mid,Medium,50.0,No,No,Yes,Fair,,Left
10613720,59,Female,1,Education,3681,Good,High,High,3,No,19,High School,Single,0,Senior,Medium,62.0,No,No,No,Good,,Stayed
9938028,36,Male,1,Education,4236,Excellent,High,High,1,No,75,Bachelor's Degree,Married,4,Mid,Large,74.0,No,No,No,Excellent,,Stayed
3346099,32,Female,1,Healthcare,3681,Fair,High,High,0,No,66,High School,Married,0,Entry,Medium,21.0,No,No,No,Excellent,,Stayed
13582914,33,Male,10,Education,3681,Good,Medium,Average,3,No,75,High School,Single,0,Entry,Medium,46.0,No,No,No,Fair,Yes,Stayed
12270959,55,Female,1,Healthcare,7388,Poor,Very High,High,1,No,75,PhD,Single,2,Entry,Medium,63.0,No,No,No,Good,,Stayed
4020996,55,Female,1,Education,3681,Fair,Very High,Average,2,No,75,Bachelor's Degree,Single,0,Mid,Medium,21.0,,No,No,Excellent,,Left
10611395,59,Male,1,Healthcare,3681,Good,High,High,0,No,75,High School,Married,4,Senior,Small,54.0,No,No,No,Poor,,Stayed
7038797,24,Female,1,Technology,3681,Good,Medium,Low,2,No,58,High School,Married,0,Entry,Medium,21.0,No,No,No,Good,,Stayed
12800020,54,Female,10,Finance,5574,Good,High,High,0,No,39,Bachelor's Degree,Married,2,Senior,Medium,65.0,No,No,No,Fair,,Stayed
830352,24,Male,1,Finance,11223,Fair,High,Low,1,No,75,Bachelor's Degree,,0,Mid,Medium,46.0,No,No,No,Fair,Yes,Stayed
15957451,24,Female,19,Media,3681,Excellent,High,High,3,No,30,PhD,Married,1,Entry,Medium,93.0,,No,Yes,Excellent,,Stayed
11483604,24,Male,11,Healthcare,3681,Fair,Very High,Low,0,No,40,High School,,4,Mid,Large,89.0,No,No,No,Good,Yes,Stayed
14645648,59,Male,1,Education,3681,Poor,High,High,0,No,55,High School,Married,4,Entry,Medium,84.0,No,No,No,Good,,Stayed
15131565,43,Female,1,Education,10029,Poor,Very High,Low,3,Yes,5,PhD,Single,0,Entry,Medium,93.0,,No,No,Good,,Stayed
8078626,59,Female,26,Education,3955,Excellent,High,Average,0,No,39,Master's Degree,Divorced,0,Mid,Medium,28.0,No,No,No,Excellent,,Stayed
7682573,52,Female,3,Education,3681,Poor,High,High,0,Yes,75,Master's Degree,Married,3,Mid,Medium,89.0,Yes,No,No,Excellent,,Left
16612391,49,Female,1,Education,3681,Fair,Very High,Average,0,Yes,66,Bachelor's Degree,Married,4,Mid,Medium,64.0,No,No,No,Good,,Stayed
5149127,56,Female,22,Media,4377,Fair,Medium,High,1,Yes,75,High School,Married,4,Mid,Medium,21.0,,No,No,Good,,Stayed
11070143,59,Male,1,Healthcare,3681,Fair,Very High,Average,0,No,40,PhD,Married,4,Mid,Small,93.0,No,No,No,Fair,,Stayed
672824,59,Female,44,Technology,3681,Excellent,Medium,High,0,No,75,Master's Degree,Married,0,Mid,Medium,63.0,,No,No,Good,Yes,Stayed
14232879,59,Male,1,Healthcare,4016,Good,Very High,Low,0,Yes,75,High School,,3,Entry,Small,,Yes,No,No,Good,,Left
4181780,55,Male,11,Education,3959,Good,High,High,0,No,64,Bachelor's Degree,,4,Mid,Large,,,No,No,Fair,,Left
4128363,30,Female,1,Finance,10384,Good,High,High,2,No,5,High School,Single,4,Entry,Small,21.0,No,No,No,Fair,,Left
11348775,24,Male,10,Media,3719,Poor,Very High,High,0,No,75,High School,Married,3,Mid,Medium,90.0,No,No,No,Good,,Stayed
10311442,24,Male,19,Education,8442,Poor,High,Low,0,Yes,75,High School,Single,2,Mid,Medium,29.0,No,No,No,Good,,Left
8298591,24,Male,1,Education,11223,Good,Medium,High,2,No,62,High School,Divorced,0,Mid,Medium,93.0,No,No,No,Fair,,Stayed
15447431,26,Female,36,Technology,6291,Excellent,High,Low,3,Yes,75,High School,Married,2,Mid,Small,24.0,No,No,Yes,Excellent,,Left
11516069,24,Female,1,Education,7490,Excellent,High,Low,1,Yes,41,Associate Degree,,0,Mid,Small,65.0,No,No,No,Excellent,,Left
2580973,59,Male,10,Technology,3681,Poor,Medium,Average,0,No,75,Master's Degree,Married,4,Entry,Large,,No,No,No,Excellent,Yes,Left
6928593,31,Male,1,Education,9411,Good,Very High,High,2,No,53,High School,Married,0,Entry,Medium,93.0,No,No,No,Fair,Yes,Left
1379260,59,Female,1,Media,8372,Excellent,Medium,High,3,No,75,Master's Degree,Married,3,Entry,Medium,93.0,No,No,No,Excellent,Yes,Stayed
6317472,28,Male,2,Education,9616,Fair,High,Average,0,Yes,62,Associate Degree,Married,1,Mid,Small,41.0,No,No,No,Excellent,,Stayed
6866214,42,Male,9,Healthcare,8742,Fair,High,Average,0,No,5,Master's Degree,Married,4,Mid,Medium,46.0,No,No,No,Poor,,Stayed
9827570,26,Male,1,Healthcare,3681,Fair,High,Low,3,Yes,75,High School,Married,0,Senior,Small,64.0,No,No,No,Excellent,,Stayed
8407818,24,Female,32,Finance,6061,Fair,High,Average,0,No,5,Bachelor's Degree,Married,3,Entry,Medium,30.0,Yes,No,No,Excellent,,Stayed
9204286,24,Female,37,Education,4198,Good,High,Average,2,No,75,High School,Married,2,Mid,Small,45.0,No,No,No,Fair,,Stayed
