Employee ID;Age;Gender;Education;Job Role;Monthly Income;Work-Life Balance;Job Satisfaction;Performance Rating;Number of Projects;Overtime;Distance From Home;Education Category;Marital Status;Num Job Switches;Company Size;Company Level;Remote Work;Leadership Skill;Innovation Skill;Company Relationship;Employee Involvement;Attrition
67205;33;Male;26;Healthcare;7340;Fair;High;1;;No;1;MasterM;Married;4;Entry;Small;0;No;No;No;Excellent;Left
32705;46;Female;6;Technology;10298;Fair;High;0;;No;1;BachelorM;Single;0;Entry;Medium;0;No;No;No;Poor;Left
39970;55;Male;20;Education;12891;Fair;High;2;;No;1;MasterM;Married;2;Mid;Small;0;No;No;No;Fair;Stayed
11200;45;Female;6;Technology;1143;Good;High;0;;No;1;BachelorM;Married;4;Entry;Small;0;No;No;No;Good;Stayed
76059;30;Male;15;Finance;758;Excellent;High;2;;No;1;High School;Married;0;Mid;Medium;0;No;No;No;Fair;Stayed
2801;43;Female;8;Technology;908;Poor;Average;1;;No;39;MasterM;Single;0;Entry;Small;0;No;No;No;Poor;Stayed
56207;49;Female;41;Technology;8549;Fair;High;0;;No;1;Associate C;Divorced;0;Senior;Medium;0;No;No;No;Poor;Left
46506;23;Male;2;Technology;809;Fair;High;1;;No;23;High School;Divorced;1;Senior;Medium;0;No;No;No;Good;Stayed
27742;28;Male;13;Technology;6707;Excellent;High;0;;No;1;BachelorM;Single;3;Senior;Small;0;No;No;No;Excellent;Left
44327;22;Female;2;Healthcare;8184;Excellent;High;1;;No;1;BachelorM;Single;6;Entry;Medium;0;No;No;No;Good;Left
30500;22;Female;28;Media;852;Good;High;0;;No;1;Associate C;Married;0;Mid;Small;0;No;No;No;Excellent;Stayed
73703;36;Male;24;Technology;8973;Excellent;Very High;1;;No;1;MasterM;Divorced;1;Entry;Large;0;No;No;No;Good;Left
38070;20;Female;8;Finance;873;Low;Low;1;;No;1;High School;Married;4;Mid;Small;0;No;No;No;Good;Stayed
19334;33;Female;1;Finance;8753;Good;High;0;;No;88;High School;Single;0;Mid;Small;0;No;No;No;Good;Stayed
69565;38;Male;1;Finance;7840;Poor;Very High;0;;No;1;Associate C;Single;1;Mid;Medium;0;Yes;No;No;Poor;Left
69913;38;Male;20;Finance;9970;Good;High;1;;Yes;3;High School;Married;0;Mid;Small;0;Yes;Yes;No;Good;Stayed
39130;20;Male;6;Healthcare;5970;Good;Average;0;;No;1;Associate C;Married;1;Entry;Large;0;No;No;No;Good;Left
23154;42;Female;6;Healthcare;7741;Excellent;High;0;;No;1;MasterM;Divorced;3;Entry;Medium;0;No;No;No;Good;Stayed
73725;48;Female;40;Technology;953;Poor;High;1;;No;1;PhD;Single;0;Senior;Small;0;No;No;No;Good;Left
17806;25;Female;15;Education;4793;Very High;Medium;0;;No;1;Associate C;Single;4;Entry;Large;0;No;No;No;Good;Stayed
28636;24;Male;11;Healthcare;8056;Good;High;2;;No;55;BachelorM;Divorced;2;Senior;Small;0;No;No;No;Excellent;Stayed
57096;26;Male;17;Media;6523;Good;High;2;;Yes;28;BachelorM;Single;0;Entry;Small;23;Yes;No;No;Good;Left
41895;41;Male;15;Technology;6875;Good;High;0;;Yes;1;BachelorM;Married;3;Mid;Medium;0;Yes;Yes;No;Poor;Stayed
49173;25;Female;17;Finance;8127;Good;High;0;;Yes;1;Associate C;Single;1;Mid;Small;0;Yes;Yes;No;Good;Left
23154;42;Female;6;Healthcare;7741;Excellent;High;0;;No;1;MasterM;Divorced;3;Entry;Medium;0;No;No;No;Good;Stayed
17806;25;Female;15;Education;4793;Very High;Medium;0;;No;1;Associate C;Single;4;Entry;Large;0;No;No;No;Good;Stayed
2801;43;Female;8;Technology;908;Poor;Average;1;;No;39;MasterM;Single;0;Entry;Small;0;No;No;No;Poor;Stayed
30500;22;Female;28;Media;852;Good;High;0;;No;1;Associate C;Married;0;Mid;Small;0;No;No;No;Excellent;Stayed
49353;27;Male;12;Healthcare;8482;Fair;Very High;0;;Yes;1;MasterM;Married;1;Entry;Medium;0;No;No;No;Good;Left
29898;31;Female;22;Media;835;Good;High;1;;No;1;MasterM;Divorced;1;Entry;Small;0;No;No;No;Good;Stayed
66017;25;Female;1;Media;835;Good;High;1;;No;1;MasterM;Divorced;1;Entry;Small;0;No;No;No;Good;Stayed
29653;39;Male;13;Healthcare;8979;Good;High;0;;No;1;MasterM;Divorced;0;Entry;Small;0;No;No;No;Good;Stayed
17730;28;Male;3;Technology;9561;Good;Medium;2;;Yes;69;High School;Married;0;Entry;Medium;0;No;No;No;Fair;Stayed
73666;35;Female;1;Healthcare;8979;Good;High;0;;No;1;MasterM;Divorced;0;Entry;Small;0;No;No;No;Good;Stayed
19334;33;Female;1;Finance;8753;Good;High;0;;No;88;High School;Single;0;Mid;Small;0;No;No;No;Good;Stayed
73666;35;Female;1;Healthcare;8979;Good;High;0;;No;1;MasterM;Divorced;0;Entry;Small;0;No;No;No;Good;Stayed
2801;43;Female;8;Technology;908;Poor;Average;1;;No;39;MasterM;Single;0;Entry;Small;0;No;No;No;Poor;Stayed
14045;18;Male;10;Media;5843;Good;High;0;;No;1;Associate C;Married;0;Entry;Medium;0;No;No;No;Good;Stayed
26139;18;Male;13;Education;395;Good;High;0;;No;1;PhD;Single;2;Mid;Medium;0;No;No;No;Good;Left
4540;22;Female;4;Technology;1096;Fair;High;2;;No;1;PhD;Single;2;Mid;Medium;0;No;No;No;Good;Left
26391;33;Female;17;Education;5945;Fair;High;2;;No;1;BachelorM;Single;2;Mid;Medium;0;No;No;No;Good;Stayed
19944;41;Male;11;Education;810;Good;High;1;;No;1;BachelorM;Married;0;Entry;Small;0;No;No;No;Good;Stayed
69251;43;Male;13;Technology;10994;Good;High;1;;No;1;PhD;Single;3;Entry;Medium;0;Yes;Yes;No;Good;Stayed
21119;17;Male;10;Media;6113;Good;High;2;;No;1;PhD;Single;0;Entry;Small;0;No;No;No;Excellent;Left
21119;17;Male;10;Media;6113;Good;High;2;;No;1;PhD;Single;0;Entry;Small;0;No;No;No;Excellent;Left
21195;19;Male;8;Media;6113;Good;High;0;;No;1;BachelorM;Married;0;Entry;Small;0;No;No;No;Excellent;Left
30610;24;Male;11;Finance;8056;Good;High;2;;No;55;BachelorM;Divorced;2;Senior;Small;0;No;No;No;Excellent;Stayed
68864;42;Male;34;Healthcare;8330;Excellent;High;0;;Yes;1;Associate C;Married;4;Mid;Medium;0;No;No;No;Good;Stayed
33046;28;Male;11;Technology;10531;Good;Medium;0;;No;1;Associate C;Married;2;Mid;Small;0;No;No;No;Good;Left
65026;36;Male;7;Education;5050;Good;High;1;;No;27;High School;Single;2;Entry;Medium;0;No;No;No;Excellent;Left
37884;33;Male;1;Finance;7293;Good;High;0;;Yes;1;High School;Married;1;Entry;Medium;0;Yes;Yes;No;Good;Stayed
69565;38;Male;1;Finance;7840;Poor;Very High;0;;No;1;Associate C;Single;1;Mid;Medium;0;Yes;No;No;Poor;Left
2801;43;Female;8;Technology;908;Poor;Average;1;;No;39;MasterM;Single;0;Entry;Small;0;No;No;No;Poor;Stayed
46506;23;Male;2;Technology;809;Fair;High;1;;No;23;High School;Divorced;1;Senior;Medium;0;No;No;No;Good;Stayed
70568;17;Male;25;Media;7133;Fair;High;2;;Yes;1;MasterM;Married;3;Mid;Medium;0;Yes;No;No;Poor;Stayed
2801;43;Female;8;Technology;908;Poor;Average;1;;No;39;MasterM;Single;0;Entry;Small;0;No;No;No;Poor;Stayed
64805;38;Female;4;Finance;831;Low;Low;2;;No;8;BachelorM;Single;4;Entry;Small;0;No;No;No;Good;Stayed
53028;46;Male;26;Education;4199;Good;High;2;;Yes;1;MasterM;Married;4;Mid;Medium;0;No;No;No;Good;Stayed
53028;46;Male;26;Education;4199;Good;High;2;;Yes;1;MasterM;Married;4;Mid;Medium;0;No;No;No;Good;Stayed
19559;27;Male;10;Media;6400;Good;Average;0;;No;1;BachelorM;Married;0;Entry;Medium;0;No;No;No;Good;Stayed
67873;50;Male;39;Healthcare;7600;Good;High;0;;Yes;1;BachelorM;Single;0;Senior;Medium;0;No;No;No;Excellent;Stayed
28854;37;Female;7;Media;8097;Good;High;0;;No;1;Associate C;Married;0;Senior;Small;0;Yes;No;No;Excellent;Stayed
73703;36;Male;24;Technology;8973;Excellent;Very High;1;;No;1;MasterM;Divorced;1;Entry;Large;0;No;No;No;Good;Left
71441;56;Male;32;Healthcare;6690;Excellent;Medium;1;;No;1;High School;Married;10;Entry;Small;0;No;No;No;Fair;Stayed
53455;32;Female;41;Education;7104;Excellent;Low;2;;No;1;High School;Married;2;Mid;Small;0;No;No;No;Fair;Left
2110;41;Male;11;Finance;8357;Poor;High;0;;No;1;MasterM;Single;4;Entry;Medium;0;No;No;No;High;Stayed
51855;33;Female;3;Education;383;Excellent;High;1;;No;1;High School;Married;0;Mid;Small;0;No;No;No;Good;Left
38350;41;Female;24;Healthcare;7944;Poor;Medium;0;;No;1;High School;Married;0;Mid;Small;0;No;No;No;Good;Stayed
28843;41;Female;23;Education;692;Poor;High;0;;No;1;High School;Married;0;Mid;Small;0;No;No;No;Good;Stayed
71372;44;Female;5;Finance;10183;Good;High;0;;No;1;Associate C;Married;2;Entry;Medium;7;No;No;No;Good;Left
21565;22;Male;1;Healthcare;8756;Poor;High;1;;Yes;1;BachelorM;Single;4;Entry;Medium;0;Yes;No;No;Good;Stayed
518;44;Female;9;Technology;7293;Good;Very High;0;;No;1;PhD;Married;1;Mid;Medium;0;No;No;No;Good;Left
38941;36;Female;34;Technology;8077;Excellent;High;0;;Yes;1;MasterM;Married;1;Entry;Small;0;Yes;No;No;Good;Stayed
24247;27;Male;14;Media;6238;Fair;High;0;;No;1;Associate C;Divorced;0;Mid;Small;0;No;No;No;Good;Left
70945;27;Female;22;Education;4137;Good;Very High;1;;Yes;1;High School;Married;3;Entry;Small;0;No;No;No;Good;Stayed
17211;2;Education;6021;Excellent;High;1;;No;1;High School;Married;1;Entry;Medium;0;No;No;No;Good;Stayed
16333;53;Male;1;Finance;5795;Good;High;0;;No;1;Associate C;Married;6;Senior;Small;0;No;No;No;Good;Stayed
17812;19;Male;34;Education;5993;Good;High;1;;No;1;Associate C;Married;0;Senior;Small;0;No;No;No;Fair;Stayed
17211;2;Education;6021;Excellent;High;1;;No;1;High School;Married;1;Entry;Medium;0;No;No;No;Good;Stayed
30398;48;Male;11;Education;7293;Good;Very High;0;;No;1;PhD;Married;1;Mid;Medium;0;No;No;No;Good;Left
37164;47;Male;1;Technology;629;Good;High;1;;No;1;MasterM;Single;0;Mid;Medium;0;No;No;No;Good;Stayed
33010;26;Female;16;Finance;660;Good;High;2;;No;1;Associate C;Married;2;Mid;Small;0;No;No;No;Good;Left
29643;32;Female;11;Technology;6444;Good;Medium;0;;No;1;High School;Single;1;Entry;Small;0;No;No;No;Poor;Stayed
28098;31;Male;22;Healthcare;800;Fair;Medium;1;;No;30;Associate C;Divorced;2;Mid;Small;0;No;No;No;Good;Stayed
2874;44;Female;36;Technology;7140;Poor;Very High;0;;No;1;BachelorM;Married;73;Entry;Small;0;No;No;No;Good;Stayed
59893;23;Female;9;Media;6151;Good;High;2;;No;1;High School;Married;0;Mid;Small;0;No;No;No;Good;Stayed
20221;26;Female;4;Technology;7823;Good;High;1;;No;10;High School;Married;0;Senior;Small;0;No;No;No;Good;Stayed
35125;48;Male;10;Education;7089;Fair;Medium;0;;No;10;MasterM;Married;38;Mid;Small;0;No;No;No;Good;Stayed
57096;26;Male;17;Media;6523;Good;High;2;;Yes;28;BachelorM;Single;0;Entry;Small;23;Yes;No;No;Good;Left
54104;28;Male;3;Finance;8673;Excellent;High;0;;No;1;Associate C;Single;1;Entry;Large;0;No;No;No;Good;Left
32803;54;Female;41;Healthcare;7192;Fair;High;1;;No;1;High School;Married;0;Mid;Medium;0;No;No;No;Good;Stayed
25430;41;Male;1;Technology;9605;Good;High;0;;No;1;High School;Married;69;Mid;Medium;0;No;No;No;Good;Left
21119;17;Male;10;Media;6113;Good;High;2;;No;1;PhD;Single;0;Entry;Small;0;No;No;No;Excellent;Left
22048;44;Female;27;Education;8209;Fair;High;2;;No;1;MasterM;Married;0;Mid;Small;0;No;No;No;Good;Stayed
23028;46;Female;1;Healthcare;6400;Good;High;0;;No;1;MasterM;Married;0;Entry;Medium;0;No;No;No;Good;Stayed
59515;46;Male;15;Education;9209;Fair;High;0;;No;1;PhD;Divorced;1;Mid;Small;0;No;No;No;Excellent;Stayed
25446;39;Male;11;Education;5802;Good;High;0;;Yes;1;MasterM;Married;1;Entry;Small;0;Yes;No;No;Good;Stayed
19944;41;Male;11;Education;810;Good;High;1;;No;1;BachelorM;Married;0;Entry;Small;0;No;No;No;Good;Stayed
28636;24;Male;11;Healthcare;8056;Good;High;2;;No;55;BachelorM;Divorced;2;Senior;Small;0;No;No;No;Excellent;Stayed
29186;24;Female;1;Healthcare;7298;Poor;Average;2;;No;1;High School;Married;11;Mid;Small;0;No;No;No;Good;Left
34465;40;Female;22;Education;8002;Good;High;0;;No;1;MasterM;Married;4;Entry;Medium;0;No;No;No;Good;Left
3778;31;Male;1;Technology;870;Good;High;1;;No;1;High School;Married;0;Entry;Small;0;No;No;No;Fair;Stayed
40241;31;Female;6;Finance;926;Good;High;0;;Yes;1;BachelorM;Married;98;Entry;Small;0;No;No;No;Fair;Stayed
31345;44;Female;19;Finance;9332;Fair;High;1;;No;1;BachelorM;Single;0;Entry;Small;0;No;No;No;Good;Stayed
40241;31;Female;6;Finance;926;Good;High;0;;Yes;1;BachelorM;Married;98;Entry;Small;0;No;No;No;Fair;Stayed
44300;30;Male;4;Technology;876;Good;Average;1;;No;94;Associate C;Single;0;Entry;Small;0;No;No;No;Good;Stayed
63805;44;Male;13;Technology;928;Good;High;1;;No;1;MasterM;Married;54;Entry;Small;0;No;No;No;Good;Stayed
44804;30;Male;4;Technology;876;Good;Average;1;;No;94;Associate C;Single;0;Entry;Small;0;No;No;No;Good;Stayed
64805;44;Male;13;Technology;928;Good;High;1;;No;1;MasterM;Married;54;Entry;Small;0;No;No;No;Good;Stayed
38979;48;Female;18;Media;8762;Fair;High;0;;Yes;1;BachelorM;Divorced;4;Entry;Medium;0;No;No;No;Good;Left
45188;48;Female;19;Technology;8762;Fair;High;0;;Yes;1;BachelorM;Divorced;4;Entry;Medium;0;No;No;No;Good;Left
31345;44;Female;19;Finance;9332;Fair;High;1;;No;1;BachelorM;Single;0;Entry;Small;0;No;No;No;Good;Stayed
69565;38;Male;1;Finance;7840;Poor;Very High;0;;No;1;Associate C;Single;1;Mid;Medium;0;Yes;No;No;Poor;Left
42681;42;Female;11;Media;5800;Excellent;High;2;;Yes;1;MasterM;Married;65;Entry;Medium;0;Yes;Yes;No;Good;Stayed
11656;42;Male;1;Technology;8462;Fair;High;1;;Yes;1;Associate C;Married;0;Entry;Small;0;Yes;No;No;Good;Left
66082;28;Female;3;Technology;940;Good;High;1;;No;1;Associate C;Divorced;69;Entry;Medium;0;No;No;No;Good;Stayed
66082;28;Female;3;Technology;940;Good;High;1;;No;1;Associate C;Divorced;69;Entry;Medium;0;No;No;No;Good;Stayed
39396;46;Female;34;Education;4626;Good;High;0;;No;1;MasterM;Married;82;Entry;Medium;0;No;No;No;Good;Stayed
29653;39;Male;13;Healthcare;8979;Good;High;0;;No;1;MasterM;Divorced;0;Entry;Small;0;No;No;No;Good;Stayed
34722;50;Male;10;Finance;835;Good;High;0;;Yes;1;Associate C;Divorced;5;Mid;Small;0;Yes;Yes;No;Good;Stayed
59720;31;Male;10;Finance;743;Fair;High;0;;No;1;Associate C;Married;2;Mid;Medium;0;No;No;No;Good;Left
67096;19;Female;7;Education;4102;Good;High;0;;No;1;BachelorM;Married;82;Entry;Small;0;No;No;No;Good;Left
9831;27;Male;3;Healthcare;9000;Good;High;0;;No;1;BachelorM;Single;1;Senior;Small;0;No;No;No;Good;Stayed
5107;47;Male;19;Technology;7057;Poor;High;0;;No;1;MasterM;Divorced;29;Mid;Medium;0;No;No;No;Good;Left
46229;44;Female;18;Technology;10238;Poor;High;0;;Yes;1;MasterM;Divorced;44;Mid;Medium;0;No;No;No;Good;Stayed
37299;50;Female;7;Education;10500;Good;High;0;;No;1;BachelorM;Single;12;Entry;Small;0;No;No;No;Good;Stayed
50376;45;Female;33;Technology;6460;Excellent;Low;0;;Yes;1;BachelorM;Single;4;Entry;Medium;0;No;No;No;Poor;Stayed
4304;43;Male;11;Education;7962;Fair;Average;0;;No;1;MasterM;Married;2;Entry;Small;0;No;No;No;Good;Stayed
43974;43;Male;19;Technology;7343;Good;High;0;;No;1;High School;Married;70;Mid;Small;0;No;No;No;Good;Left
43610;35;Female;19;Technology;7343;Good;High;0;;No;1;High School;Married;20;Mid;Small;0;No;No;No;Good;Left
33010;26;Female;16;Finance;660;Good;High;2;;No;1;Associate C;Married;2;Mid;Small;0;No;No;No;Good;Left
24520;50;Female;12;Education;6260;Good;High;1;;Yes;1;BachelorM;Single;49;Mid;Small;0;No;No;No;Good;Left
2801;43;Female;8;Technology;908;Poor;Average;1;;No;39;MasterM;Single;0;Entry;Small;0;No;No;No;Poor;Stayed
28636;24;Male;11;Healthcare;8056;Good;High;2;;No;55;BachelorM;Divorced;2;Senior;Small;0;No;No;No;Excellent;Stayed
68364;41;Female;11;Education;4451;Good;High;0;;No;1;Associate C;Married;2;Senior;Medium;0;No;No;No;Excellent;Left
68887;24;Female;7;Media;6906;Excellent;High;1;;No;1;BachelorM;Married;83;Mid;Small;0;Yes;No;No;Good;Stayed
29898;31;Female;22;Media;835;Good;High;1;;No;1;MasterM;Divorced;1;Entry;Small;0;No;No;No;Good;Stayed
70242;47;Male;24;Technology;8848;Good;High;2;;Yes;1;High School;Single;38;Entry;Small;0;No;No;No;Good;Left
67096;19;Female;7;Education;4102;Good;High;0;;No;1;BachelorM;Married;82;Entry;Small;0;No;No;No;Good;Left
5438;42;Male;32;Technology;9373;Good;High;1;;No;1;PhD;Single;1;Mid;Small;0;No;No;No;Fair;Stayed
54104;28;Male;3;Finance;8673;Excellent;High;0;;No;1;Associate C;Single;1;Entry;Large;0;No;No;No;Good;Left
24520;50;Female;12;Education;6260;Good;High;1;;Yes;1;BachelorM;Single;49;Mid;Small;0;No;No;No;Good;Left
57096;26;Male;17;Media;6523;Good;High;2;;Yes;28;BachelorM;Single;0;Entry;Small;23;Yes;No;No;Good;Left
445;37;Male;18;Education;8077;Excellent;High;0;;No;1;BachelorM;Single;21;Entry;Small;0;No;No;No;Good;Stayed
37679;51;Female;11;Healthcare;7340;Excellent;High;0;;No;1;MasterM;Married;4;Entry;Medium;0;No;No;No;Good;Stayed
28826;35;Female;5;Technology;7993;Excellent;Very High;1;;No;1;BachelorM;Divorced;44;Mid;Small;0;No;No;No;Good;Left
28826;35;Female;5;Technology;7993;Excellent;Very High;1;;No;1;BachelorM;Divorced;44;Mid;Small;0;No;No;No;Good;Left
5438;42;Male;32;Technology;9373;Good;High;1;;No;1;PhD;Single;1;Mid;Small;0;No;No;No;Fair;Stayed
37902;32;Male;22;Technology;102;Fair;High;2;;No;1;MasterM;Married;50;Associate C;Married;0;Mid;Small;0;No;No;No;Good;Stayed
54104;28;Male;3;Finance;8673;Excellent;High;0;;No;1;Associate C;Single;1;Entry;Large;0;No;No;No;Good;Left
20;52;Male;42;Technology;874;Good;High;4;;No;1;MasterM;Divorced;88;Entry;Medium;0;No;No;No;Good;Stayed
17438;52;Male;42;Technology;874;Good;High;4;;No;1;MasterM;Divorced;88;Entry;Medium;0;No;No;No;Good;Stayed
59658;24;Male;3;Education;1065;Excellent;High;0;;No;1;Associate C;Divorced;99;Entry;Medium;0;No;No;No;Good;Left
54104;28;Male;3;Finance;8673;Excellent;High;0;;No;1;Associate C;Single;1;Entry;Large;0;No;No;No;Good;Left
52567;57;Male;28;Media;6811;Fair;High;0;;No;1;BachelorM;Married;3;Entry;Medium;0;No;No;No;Good;Stayed
52567;57;Male;28;Media;6811;Fair;High;0;;No;1;BachelorM;Married;3;Entry;Medium;0;No;No;No;Good;Stayed
4540;22;Female;4;Technology;1096;Fair;High;2;;No;1;PhD;Single;2;Mid;Medium;0;No;No;No;Good;Left
73165;41;Male;11;Education;7293;Good;Very High;0;;No;1;PhD;Married;1;Mid;Medium;0;No;No;No;Good;Left
12259;31;Male;11;Media;518;Good;Low;2;;No;2;BachelorM;Single;2;Senior;Small;0;No;No;No;Excellent;Left
1975;34;Female;2;Finance;920;Fair;Low;1;;No;1;MasterM;Married;2;Entry;Small;0;No;No;No;Good;Stayed
72280;54;Male;2;Finance;719;Fair;High;1;;No;1;Associate C;Married;26;Entry;Medium;0;No;No;No;Good;Stayed
21119;17;Male;10;Media;6113;Good;High;2;;No;1;PhD;Single;0;Entry;Small;0;No;No;No;Excellent;Left
4304;43;Male;11;Education;7962;Fair;Average;0;;No;1;MasterM;Married;2;Entry;Small;0;No;No;No;Good;Stayed
11874;27;Female;1;Education;383;Excellent;High;1;;No;1;High School;Married;0;Mid;Small;0;No;No;No;Good;Left
47635;35;Female;3;Technology;10531;Good;High;1;;No;1;BachelorM;Married;13;Entry;Medium;0;No;No;No;Good;Stayed
24520;50;Female;12;Education;6260;Good;High;1;;Yes;1;BachelorM;Single;49;Mid;Small;0;No;No;No;Good;Left
43974;43;Male;19;Technology;7343;Good;High;0;;No;1;High School;Married;70;Mid;Small;0;No;No;No;Good;Left
34857;47;Female;36;Technology;8462;Fair;High;1;;Yes;1;BachelorM;Married;1;Entry;Medium;0;Yes;No;No;Poor;Left
46506;23;Male;2;Technology;809;Fair;High;1;;No;23;High School;Divorced;1;Senior;Medium;0;No;No;No;Good;Stayed
44870;49;Male;39;Technology;7154;Fair;High;1;;Yes;81;BachelorM;Divorced;98;Entry;Small;0;Yes;No;No;Poor;Stayed
28636;24;Male;11;Healthcare;8056;Good;High;2;;No;55;BachelorM;Divorced;2;Senior;Small;0;No;No;No;Excellent;Stayed
58084;39;Female;1;Finance;8079;Excellent;High;1;;No;1;MasterM;Single;0;Entry;Medium;0;No;No;No;Good;Left
42750;42;Female;29;Finance;1050;Good;High;0;;Yes;1;BachelorM;Single;26;Entry;Small;0;Yes;Yes;No;Good;Stayed
58435;42;Female;39;Healthcare;1050;Good;High;0;;Yes;1;MasterM;Divorced;89;Entry;Small;0;No;No;No;Good;Left
31826;49;Male;9;Healthcare;8340;Good;High;1;;No;1;High School;Married;0;Entry;Large;0;No;No;No;Fair;Low;Left
61008;38;Male;11;Education;6302;Poor;High;0;;No;1;MasterM;Married;0;Senior;Small;0;No;No;No;Good;Left
29773;33;Male;7;Technology;10114;Fair;High;0;;No;1;PhD;Divorced;1;Mid;Medium;0;No;No;No;Good;Stayed
29910;23;Female;1;Media;6612;Fair;Low;0;;No;1;Associate C;Married;38;Senior;Small;0;No;No;No;Good;Left
49862;23;Female;10;Healthcare;680;Good;High;0;;No;1;Associate C;Married;51;Senior;Small;0;No;No;No;Good;Left
46795;52;Female;17;Finance;719;Fair;High;1;;No;1;MasterM;Married;27;Entry;Medium;0;No;No;No;Fair;Stayed
32775;59;Male;19;Education;3623;Good;High;0;;No;1;MasterM;Divorced;48;Senior;Small;0;No;No;No;Good;Stayed
5069;37;Male;29;Education;413;Poor;High;0;;Yes;1;BachelorM;Married;27;Senior;Small;0;No;No;No;Good;Stayed
17812;19;Male;34;Education;5993;Good;High;1;;No;1;Associate C;Married;0;Senior;Small;0;No;No;No;Fair;Stayed
40596;34;Male;13;Technology;905;Fair;High;1;;No;1;MasterM;Married;0;Entry;Small;0;No;No;No;Good;Stayed
50906;34;Male;13;Technology;905;Fair;High;1;;No;1;MasterM;Married;0;Entry;Small;0;No;No;No;Good;Stayed
24350;56;Male;22;Media;6665;Excellent;High;2;;No;1;BachelorM;Divorced;2;Mid;Medium;0;No;No;No;Good;Stayed
37598;51;Male;42;Media;2625;Good;High;2;;Yes;1;MasterM;Married;3;Mid;Medium;0;Yes;No;No;Poor;Stayed
16494;44;Female;24;Healthcare;9833;Poor;High;1;;Yes;57;PhD;Single;0;Entry;Large;0;No;No;No;Good;Left
27239;28;Female;20;Healthcare;5964;Excellent;High;2;;Yes;1;Associate C;Married;0;Entry;Small;0;No;No;No;Good;Left
18398;37;Male;11;Education;1012;Fair;High;0;;No;0;MasterM;Married;0;Entry;Medium;0;No;No;No;Good;Stayed
28636;24;Male;11;Healthcare;8056;Good;High;2;;No;55;BachelorM;Divorced;2;Senior;Small;0;No;No;No;Excellent;Stayed
27715;18;Male;9;Education;5671;Good;Very High;0;;No;1;BachelorM;Single;28;Mid;Small;0;No;No;No;Excellent;Stayed
18856;28;Male;22;Healthcare;809;Fair;High;1;;No;1;BachelorM;Single;0;Mid;Small;0;No;No;No;Good;Stayed
21119;17;Male;10;Media;6113;Good;High;2;;No;1;PhD;Single;0;Entry;Small;0;No;No;No;Excellent;Left
2759;24;Female;8;Education;6427;Excellent;High;2;;No;1;Associate C;Married;1;Mid;Small;85;No;No;No;Good;Left
73000;33;Female;1;Finance;8753;Good;High;0;;No;88;High School;Single;0;Mid;Small;0;No;No;No;Good;Stayed
29898;31;Female;22;Media;835;Good;High;1;;No;1;MasterM;Divorced;1;Entry;Small;0;No;No;No;Good;Stayed
56460;28;Male;29;Finance;8075;Good;High;2;;No;1;BachelorM;Single;3;Mid;Small;0;No;No;No;Good;Left
26130;18;Male;13;Education;395;Good;High;0;;No;1;PhD;Single;2;Mid;Medium;0;No;No;No;Good;Left
20291;19;Female;6;Healthcare;7571;Poor;Low;0;;No;1;BachelorM;Married;15;Mid;Small;0;No;No;No;Good;Left
36253;21;Female;12;Media;700;Good;High;2;;No;1;Associate C;Married;0;Mid;Medium;0;No;No;No;Good;Left
62811;44;Male;11;Education;4021;Good;High;2;;No;1;BachelorM;Single;1;Entry;Medium;0;No;No;No;Fair;Left
23689;30;Female;3;Technology;1096;Fair;High;0;;No;1;Associate C;Married;2;Entry;Medium;0;No;No;No;Good;Left
63025;22;Male;7;Education;5714;Good;High;0;;No;1;High School;Married;80;Mid;Small;0;Yes;No;No;Fair;Stayed
21119;17;Male;10;Media;6113;Good;High;2;;No;1;PhD;Single;0;Entry;Small;0;No;No;No;Excellent;Left
19442;29;Female;21;Education;5940;Good;High;1;;No;1;High School;Married;52;Associate C;Single;1;Entry;Medium;12;No;No;No;Excellent;Stayed
50480;21;Male;3;Technology;8722;Excellent;High;0;;No;1;Associate C;Married;61;Entry;Medium;0;No;No;No;Good;Stayed
21119;17;Male;10;Media;6113;Good;High;2;;No;1;PhD;Single;0;Entry;Small;0;No;No;No;Excellent;Left
18946;21;Male;6;Education;3797;Good;High;0;;No;1;Associate C;Single;44;Entry;Small;0;No;No;No;Good;Stayed
22360;21;Male;15;Education;5061;Good;High;2;;No;1;High School;Married;76;Entry;Medium;0;No;No;No;Good;Stayed
49330;18;Male;7;Education;493;Excellent;High;1;;Yes;1;BachelorM;Single;6;Mid;Small;0;No;No;No;Fair;Left
1975;34;Female;2;Finance;920;Fair;Low;1;;No;1;MasterM;Married;2;Entry;Small;0;No;No;No;Good;Stayed
69176;24;Male;19;Technology;8040;Excellent;High;2;;Yes;1;MasterM;Married;94;Entry;Small;0;Yes;No;No;Good;Stayed
69176;24;Male;19;Technology;8040;Excellent;High;2;;Yes;1;MasterM;Married;94;Entry;Small;0;Yes;No;No;Good;Stayed
4208;55;Male;24;Healthcare;6665;Excellent;High;2;;No;1;BachelorM;Divorced;2;Mid;Medium;0;No;No;No;Good;Stayed
15693;56;Male;24;Healthcare;6665;Excellent;High;2;;No;1;BachelorM;Divorced;2;Mid;Medium;0;No;No;No;Good;Stayed
22828;16;Female;12;Media;5573;Good;High;0;;No;1;High School;Single;4;Entry;Small;0;No;No;No;Poor;Stayed
